feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T19	E1	CRC	0.274015587897562	0.158891292788155	157	70	0.0866025265262933	0.0984119619616969
T39	E1	CRC	0.223836119977555	0.160525008673724	157	79	0.165192174000497	0.185609184270221
T67	E1	CRC	-0.198551173489154	0.161851731383797	157	76	0.221777764459067	0.246419738287852
T46	E1	CRC	0.196407530497898	0.161590128224505	157	75	0.22603596361871	0.248391168811769
T22	E1	CRC	-0.187030280958387	0.159957337420515	157	76	0.244097472133374	0.265323339275407
T83	E1	CRC	-0.182458507368157	0.162078472918822	157	80	0.262014876972397	0.28173642685204
T26	E1	CRC	-0.13101950929796	0.134458071308692	157	87	0.331363084844942	0.352513920047811
T85	E1	CRC	0.145573562095576	0.159476672068009	157	76	0.362754621030588	0.381846969505882
T100	E1	CRC	-0.0975755352090006	0.15335891859707	157	80	0.5255479847823	0.547445817481563
T31	E1	CRC	-0.0685713745047396	0.161432887850401	157	77	0.671595533318545	0.692366529194376
T73	E1	CRC	-0.0606375557111484	0.162082450321581	157	74	0.708829671267882	0.72329558292641
T60	E1	CRC	-0.0472037256063493	0.15000569908774	157	81	0.753428168759083	0.761038554302105
T38	E1	CRC	-0.038254307053505	0.16265845252687	157	76	0.814378057416713	0.814378057416713
