feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T32	E1	CRC	1.16195517167912	0.200195664055028	55	31	3.70500024781358e-07	1.23500008260453e-06
T54	E1	CRC	1.18047466900768	0.209008779397571	55	27	6.53663148400577e-07	2.10859080129218e-06
T58	E1	CRC	-1.08686347017105	0.193111678500892	55	28	7.02331479990088e-07	2.19478587496902e-06
T98	E1	CRC	1.14403762729308	0.206849230464486	55	29	9.98977030972694e-07	3.02720312415968e-06
T38	E1	CRC	-1.12175221216778	0.224164389847046	55	27	6.54447008234216e-06	1.87153491535997e-05
T77	E1	CRC	-1.14179955319702	0.228182207054759	55	28	6.55037220375988e-06	1.87153491535997e-05
T11	E1	CRC	-1.12385877625298	0.229731732351677	55	27	9.69886476956892e-06	2.64673396991672e-05
T88	E1	CRC	1.14924180199231	0.235052963344236	55	25	9.79291568869185e-06	2.64673396991672e-05
T90	E1	CRC	-1.10375818788563	0.235955705881754	55	27	2.04070375410187e-05	5.37027303711019e-05
T7	E1	CRC	1.00918679127137	0.219883226385738	55	26	2.76260226317186e-05	7.08359554659452e-05
T87	E1	CRC	-0.995498153999839	0.244706646236661	55	27	0.000158321998385087	0.000395804995962717
T47	E1	CRC	-0.924768358997181	0.24295489729868	55	30	0.000367575813888964	0.000896526375338937
T67	E1	CRC	-0.909386576375701	0.246141953203244	55	27	0.000522493226094063	0.00124403149070015
T61	E1	CRC	-0.895930090850909	0.248565613309765	55	26	0.000691307543792499	0.00160769196230814
T9	E1	CRC	0.865744945971202	0.240856810749546	55	26	0.000712879408570769	0.00162018047402447
T23	E1	CRC	-0.89000227748739	0.2491750687487	55	29	0.000764325955005939	0.00169850212223542
T44	E1	CRC	0.796158368211343	0.226880508255516	55	28	0.00092576339877813	0.00201252912777854
T85	E1	CRC	0.869014407699373	0.250875242839556	55	29	0.00106197621844068	0.00225952386902272
T95	E1	CRC	-0.866216222393165	0.25114118542779	55	26	0.0011105863230545	0.00231372150636355
T59	E1	CRC	0.826577250448309	0.252836160880918	55	26	0.00189748372197375	0.00387241575913009
T29	E1	CRC	0.803032772240525	0.25387088031898	55	24	0.00258345805174632	0.00516691610349265
T46	E1	CRC	-0.728948943149437	0.239249111463884	55	32	0.00360083275710611	0.00706045638648257
T12	E1	CRC	0.704574241041792	0.232341463863304	55	30	0.00374931604388033	0.00721022316130833
T16	E1	CRC	-0.699924612685876	0.231526466774366	55	29	0.00384992186698178	0.00726400352260714
T19	E1	CRC	0.702280940063683	0.244858549489862	55	31	0.00591521169517557	0.0107549303548647
T37	E1	CRC	-0.705758101410419	0.245828607602122	55	26	0.00586973195904153	0.0107549303548647
T41	E1	CRC	0.625008653815083	0.222224035980523	55	31	0.00687865187097513	0.0122833069124556
T57	E1	CRC	0.689937455640373	0.25545019072672	55	23	0.00926515164421538	0.0162546520073954
T2	E1	CRC	-0.594491004906103	0.243684301653328	55	27	0.0180834046259276	0.0311782838378061
T89	E1	CRC	-0.628829942641943	0.258640787824023	55	24	0.0184596695154582	0.0312875754499291
T31	E1	CRC	-0.598589591243545	0.26092696647876	55	30	0.0257770554002115	0.0429528650131952
T86	E1	CRC	0.581136448130152	0.254075913691399	55	31	0.026201247658049	0.0429528650131952
T43	E1	CRC	0.587461308692644	0.259410655731031	55	25	0.0276523136939388	0.0446005059579659
T35	E1	CRC	-0.543557021810007	0.253210255797764	55	26	0.0364156217075353	0.0578025741389448
T49	E1	CRC	0.541538779667575	0.253229709761373	55	25	0.0371013951012656	0.0579709298457275
T84	E1	CRC	0.556909358702754	0.261422425607589	55	31	0.0378060910832721	0.0581632170511878
T100	E1	CRC	-0.502299564281484	0.236694338797302	55	34	0.0385169092827184	0.0583589534586643
T63	E1	CRC	0.475752306618981	0.234309864750287	55	30	0.0473428915070668	0.0696218992750982
T97	E1	CRC	-0.515588189910103	0.253265692119203	55	30	0.0467868018173626	0.0696218992750982
T96	E1	CRC	-0.513385178110756	0.263112982743603	55	28	0.0563283025363624	0.0816352210671919
T74	E1	CRC	-0.497187654081618	0.261866842820903	55	24	0.0630636487224912	0.090090926746416
T18	E1	CRC	0.372527497745266	0.199086436869266	55	26	0.0668439735054721	0.094146441557003
T33	E1	CRC	-0.464843458415708	0.251310253279965	55	27	0.0699388700021431	0.097137319447421
T5	E1	CRC	-0.415769769945515	0.22653265207169	55	28	0.0720655431834436	0.0987199221691009
T45	E1	CRC	-0.449567477757043	0.248322617281321	55	30	0.0759015092247666	0.101202012299689
T51	E1	CRC	0.474646981936146	0.261776868382442	55	29	0.0754693308059204	0.101202012299689
T83	E1	CRC	-0.399482449047915	0.264381804335039	55	33	0.136726733208768	0.179903596327326
T14	E1	CRC	0.357487455253329	0.252199004547558	55	28	0.162194523019751	0.210642237687988
T71	E1	CRC	0.356348947214055	0.266821196242174	55	27	0.187408853183002	0.23722639643418
T82	E1	CRC	0.357563218267832	0.266369190352329	55	28	0.185201323350709	0.23722639643418
T81	E1	CRC	0.334492654685178	0.257031051591302	55	28	0.19876043543505	0.248450544293813
T36	E1	CRC	0.318436233140884	0.266923197828016	55	29	0.238187360518391	0.294058469775792
T66	E1	CRC	0.305663855619953	0.267321693751431	55	26	0.257998300072223	0.314632073258808
T55	E1	CRC	-0.294769312315109	0.26116414538161	55	32	0.264118277004494	0.316064385160452
