feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T48	T49	T50	T51	T52	T53	T54	T55	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T85	T86	T87	T88	T89	T90	T91	T92	T93	T94	T95	T96	T97	T98	T99	T100
S31	0	0	0.570668159937213	0	0.014645390199737	0.00166734007458104	0.136219299236843	0	0.115421377977792	0	0.00263868806818974	0	0.0212030894079426	0.000184198056736853	0.0131361640094518	0.0037773746180891	0	0	0.013365393349762	0	0	0	0	0	0.00361842270820939	0	0	0	0	0	0	0	0	0	0.000719455832696116	0	0.0033770939877006	0	0	0.0466784880602318	0	0	0	0	0	0	0	0	0.000424572423674234	0	0	0.000753179648043275	0	0	0.0143777404068596	0	0	0	0	0	0	0	0.0110179511358952	0	0	0	0	0	0	0.000779182941129567	0	0	0	0	0	0	0.00813335498192655	0.000244661875250733	0	0	0	0	0.00189183558613982	0	0	0	0.000247601463642462	0.00262939710922432	0	0	0	0	0	0	0	0	0.0019210879289876
S32	0.0103509302825101	0	0.00156669086727566	0.189651113085734	0	0.13661670983156	0.0140732374722482	0	0.081521859149267	0.268555090257348	0	0	0	0.000180565293733105	0	0.0052018617334643	0	0	0	0	0	0	0	0	0.0829747391384099	0	0	0	0.00120806118888753	0	0	0	0	0	0.0684304614890922	0	0	0	0	0	0	0	0.00683135426545681	0	0	0.00220563172615419	0	0	0.000813844783477357	0	0	0.0186014116341393	0	0	0.00436933202186044	0	0	0.0117015470583951	0	0	0	0	0	0	0	0	0	0.00573817563741102	0	0.00216620490455684	0.00320064603889747	0	0	0	0.00500518123113455	0	0	0	0	0	9.36541276099523e-05	0	0.0302206626285478	0	0	0	0	0	0	0	0	0	0.0033580317168214	0.00917275044370433	0	0	0.00172476233195093
S33	0.00239410603757317	0	0	0	0	0.00270833034522531	0	0	0.00326295619539471	0.272737392631728	0	0	0	0.00790950037714764	0	0.0153872273931037	0	0	0.00321900126116455	0	0	0	0	0	0	0.00406396519097159	0	0	0	0	0	0	0.000259720749623142	0.00028005324118624	0	0	0	0	0	0	0	0.000787509409984652	0.00930157765530342	0	0	0.0362388854780332	0.00890825313563665	0	0.109101985968852	0	0.00132822202791454	0	0.0407097858338201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0320357297939329	0.000881010236121677	0	0	0	0.000515648767074745	0	0	0.0225631691438824	0.00200417352424401	0	0	0	0.0244030798579119	0	0	0	0	0	0	0.00119881940050892	0.00046015566554227	0	0	0.0450367321000894	0.00155006827685351	0	0
S34	0.218061361864252	0	0.00231555901179416	0.0436682472922044	1.52113024465261e-05	0.0020334097926451	0.00436316215353775	0	0.00916909198549662	0.0679791780509563	0.00797786745355513	0	0	6.14082905941308e-05	0	0.0231233677229684	0	0	0	0.00120942701179935	0.000259690456275857	0	0	0	0.174583664965341	0	0	0	0	0	0	0	0	0.000998262367558974	0.0733520203935005	0.0725786807159532	0	0	0	0	4.76119509428591e-05	0.0112382450474361	0.0311092215324551	0	0	0.0762903282007751	0	0.0132928921350481	0.000553953515878335	0	0	0	0	0	0.00619533194183683	0	0	0.000160462598681749	0	0	0	0	0	0	0	0	0	0	0	0.000325044656957821	0	0	0	0	0.000369940436785709	0	0	0.000564795999204406	0	0	0.00215596039238993	0	0.00139248833608762	0	0	0	0.000158800666670774	0	0	0	0	0	0	0.0294308429268752	0	2.05633485307565e-06	0
S35	0	0	0	0.0307080840786732	0.0429160347694161	0.246774582808054	0.0574184257458119	0.0104426331688984	0.0590640933794439	0.0028922371279601	0	0	0	0	0	0	0	0	0.0179559335368979	0	0.0902384117755167	0	0	0	0.0191928755645549	0	0	0	0	0	0	0	0.00856991944758824	0	0.036413351261337	0	0	0	0	0.0169262100094105	0	0	0.0632729673662433	0.00102100783046905	0	0	0	0	0.030566171666955	0	0	0.00193233897262893	0	0	0.0335059508218042	0	0	0.0103591209565984	0	0	0	0	0.14575385288764	0	0	0	0	0	0	0	0	0	0	0	0.00415813684725992	0	0	0.00464133399550755	0	0.000428372436615932	0.000989787390157535	0	0.0122122144483683	0	0	0	0	0	0	0	0	0	0.00391630047698074	0.00271999517439357	0	0.000302856054815857	0
S36	0.0407898910306295	0	0.000100062462909255	0.0202527638243545	4.10808413084603e-06	0.000358846330697694	0.0076546117504391	4.8531925734691e-05	0.0567188825526412	0.0296702615710277	0	0	0	0.0038205754708298	0	0.199679863180966	0.000302346513229125	0	0	0	9.77065873914457e-05	0.0176941845459429	0	0	0.0478023214083212	0.205000579472667	0	0.0136876022104214	0	0.00997116813243817	0	0	0.011977294261439	0.0078235651575168	0.0980025708559869	0	0	0	0	0	0	0	0.000458802191102615	0	0	0.00369594361448138	0	0	0.00143679971052483	0	0	0	0	0	0.0056032142607278	0	0	0.00808822647814963	0	0	0	0	0	0.0194634738183172	0	0	0	0	0	0.028088761624293	0	0	0	0	0.011938051363186	0	0	0	0	0	0.00149574576746911	0	0	0	0	0.00324637641494013	0.00547416202695275	0	0	0	0	0	4.25778292887899e-05	0.0242152537035824	0	0	0
S37	0.000270703694752459	0	0.223539130845712	0.00400840765390625	0	0.294452385836364	0.125467925228882	0.0024084987478661	0.0928676638856535	0	0.0868336737522204	0	0	0	0	0.00105571522726622	0.00154386826147743	0	0	0	0	0.000246736649358506	0	0	0.0296864595561991	0.00258146271786031	0	0	0	0	0	0.00247357960638141	0	0	0.00304124150691048	0	0	0	0.00492892353210522	0.0080711732850196	0	0	0.00198146176522298	0	0	7.72838639994805e-05	0	0	0.000297379772543738	0	0	0.0562888864634948	0.000214326495012641	0	0.00348167904499518	0	0	0.001780642759713	0	0	0	0	0.000493083716699473	0	0	0	0	0	0	0.000259377826449288	2.8747129446765e-05	0	0	0	0	0	0.00848657420687273	0.00012937071868656	0	0	0.00085027581280865	0	0.00502144299309057	0	0	0.0175297813187197	0	0	0	0	0	0.00844225971270957	0	0	0	0	0.00107697237843813
S38	0	0	0.000287305547091058	0.00982770325087164	0.0523916793503356	0.04524142354316	0.276846330366467	0	0.00654618441994651	0.0170153672950107	0.00860502521692765	0.00619511706815206	0	0	0	0	0	0	0.091653486133445	0	0.0104376977255522	0	0	0	0.0113807488753082	0.00141882288533808	0	0.00311995520720972	0.158916869790464	0.0357390903010716	0	0.105583221822032	0	0.008893681590217	0.00433910569373341	0	0.00281852555276571	0	0	0.00135297766597943	0	0	0.00418452270639271	0	0	0	0.00159953406367303	0	0.000193673072447914	0	0	0.00202362697190183	0	0	0.0055415805742678	0	0	0.00332248521674109	0.0196783385359462	0.0240364846658141	0	0	0.000621572926738195	0.000199323099493691	0.00638462233507275	0	0	0	0	0	0	0	0	0	4.12416498087575e-05	0	0.000363935750534744	0	0	0	0.000700401946785913	0	0.00087616740338464	0	0	0.00517543099343318	0	0	0	0	0	0.00590505920456807	0.00385335103231627	0	0	0	0.00178082854960043
S39	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9520367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S40	0	0	0.000791172304603594	0.018227479790967	0.0989207730294659	0.118747656334628	0.29839317075511	0	0.071167706282385	0.00246937459459654	0.00941062900656802	0.00120853656235776	0.0180783521337648	0	0	0.0256471645093995	0	0.000489065317548744	0.000563266837489661	0.00755807663235694	0.00376539516316451	0	0	0	0.0333349345533375	0	0	0	0	0.000392253367342635	0	0	0.00026761160879559	0	0.00406261560818337	0	0	0	0	0.00526098162497375	0	0	0.00749899025987745	0	0.00690300737846684	0.0296788186643073	0	0	3.27722567801997e-05	0	0	0.0643110616241305	0	0.0705396997486808	0.0126672919269539	0.000229836711154287	0	0.0105778268026671	0.0011193551511647	0.000140327543859544	0	0	0.00870635721266859	0	0.00882348862628593	0	0	0	0	4.38952766225232e-05	0	0	0	0	0.00117939514899957	0	0.0122745308265424	0	0	0	2.05800931155723e-05	0.000202015313907475	0.00351044414490871	0	0	0.00180551340741177	0	0	0	0.00133343707746552	0.00129049520128092	0.000180440550292519	0.00526627120770278	4.92192683699298e-05	0	0.00156413953993051	0.000132469903203722
S41	0	0	0.00178818185406967	0.00710348491226717	0.00648305099258785	0.262471614432979	0.435836922547973	0	0.0462752462934697	0.00739951296147282	0.00220743865630177	0	0	0	0	0	0.00588428379612083	0	0.0618845358132552	0	0.00208678271682771	0	0	0.00298480197754638	0.0134373265653976	0.0026332544914551	0.00083704686296863	0	0.0180526560658884	0.031262931848029	0	0	0	0.00588782733211506	0.000305944928738465	0	0	0	0	0.00889696020045462	0	0	0.00427505179925537	0	0	0	0	0	0	0	0	0.0151573282764003	0	0	0.00213322955369517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184265901467659	0	0	0.000228789420715668	0	1.64236041135213e-05	0	0.0279571501297251	0	0	0	0	0	0.00481083789415246	0	0	0	0	0	0	0	0	0	0.00251551247007486	0	0	0	0
S42	0.0898085630507027	0	0.000829508577159135	0.16458533192716	0	0.165624650924509	0.179067260593023	0	0.0128721887223669	0	0	0	0	0.000733060736442089	0	0.00105592904066077	0	0	0	6.68672524086268e-06	0	0	0	0	0.0257932331162594	0	0	0	0	0	0	0	0	0	0.00198935486003245	0	0	0.0140276919101634	0	0	0	0.0361514808374326	0	0	0	0.0114385071907164	0	0	0.0616358756838505	0	0	0	0.000317011983374086	0	0.0194050759465692	0	0	0.0603300891393685	0	0	0	0	0.000355514721647032	0	0	0	0	0	0	0.000518561733226656	0	0	0	0	0.0214636286356558	0	0	0.0190589705679236	0.00135838318809634	0	0.00326154473880006	0	0.0237113963324949	0	0	0	0.00188588408883466	0	0	0	0	0	0	0	0.00014419043508575	0.000173230374998741	0.00060981057568089
S43	0	0	0.186494353822875	0	0.0210688336061554	0	0.0243490625687707	0	0.116438394365	0	0	0	0.0190650021232654	0	0	0.00223464146905525	0	0	0.00226438550097278	0.0918983339237314	0	0	0	0	0.169529161973945	0	0	0	0	0	0	0	0	0	0.0945990755606067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447046599186567	0.0031856571117731	0	0	0.0164833827614872	0	0	0.0140009505063927	0	0	0	0	0	0	0	0	0	0	0	7.44022879141596e-05	0	0.0180249383824393	0	0	0.0870287014226599	0	0	0	0	0	0.00363813167262892	0.000129536557115226	0	0	0	0	0	0	0	0	0	0	0.01669121812473	0	0	0.022851490893611	0.00481847937300512
S44	0.322083719981058	0	0	0	0.0173138488073497	0.00293992350696805	0.350488076323143	0.0299931169663241	0.0717313051425706	0.000298886081702691	0	0	0	0	0	0	0	0	0	0.00170466220711336	0.0113577347145954	0	0	0	0.0107414880006977	0	0	0	0	0.00128546957408872	0	0	0	0	0.00155584250643222	0	0	0	0	0	0	0	0.0118689835472822	0	0	0.0727178094918445	0	0	0	0	0	0.00787538193243364	0	0	0.016938388377225	0	0	0	0	0	0	0	0.0108841895175032	0	0.000456989377496995	0	0	0	0	0	0	0	0	0	0.000498952512987605	0	0	0	0	0	0.000418465361228605	0	0.0108725900309337	0	0	0	0	0	0	0	0	0	0	0.000101165999544633	0	0.00071740552391468	0
S45	0	0	0	0.390179287546733	0.012504114746413	0.0727793676488881	0.224495334617993	0	0.0240672669865715	0	0	0	0	0	0	0.000862128860381803	0	0	0	0	0.032236863726556	0	0	0	0.0242940052392442	0	0	0	0	0	0	0	6.28925046696285e-05	0	0.107931162987153	0	0	0	0	0	0	0	0.0337289348107582	0	0	0.000222332867359721	0	0	0.000264648360402965	0	0	0	0	0	0.00223309133842192	0	0	0	0	0	0	0.0144040050584834	0	0	0	0	0	0	0	0.00100798046744159	0	0	0	0	0.00876890943415908	0	0	0.000170374799949834	0.000135767403095721	0	0	0	0.0207517421552401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S46	0.0545004854941709	0	0	0.0241031385961172	0	0.00183200594694741	0.00510595464937363	0	0.162102695925856	0	0	0	0	0.00405829295248479	0	0.00564902442675588	0	0	0	0	0.00855531631728561	0.0770575718226008	0	0	0.263262534416389	0.151716942470567	0.0899976057734894	0.00500264762907122	0	0	0	0	0	0	0.000220565522977009	0	0	0	0	0	0	0	0.00193493911421575	0	0	0.00121637183140505	0	0	0.00380765499529862	0	0	0	0.00164650365875681	0	0.0127552840315667	0	0	0.0207323573359148	0	0	0	0	0	0	0	0.000323152780999853	0	0	0	0.00954177904114328	0	0	0	0	0.000151877890327388	0	0	0.00159705197076918	0	0	0.000533927401573437	0	0.00843908626694186	0	0	0.0193866780511271	0	0	0	0	0	0	0	0	0	0	0
S47	0.00859574249876351	0	0.0697402649177035	0.00809658664230981	0.00182561865568179	0.281598431101479	0.0315947575963816	0.0137422100661175	0.132785982389799	0.0182165506710016	0.0487553666033363	0	0	0	0	0	0.0584898852833201	0	0.0260379362136422	0	0.0142268942055095	0.00394515067535574	0	0.0180043615398965	0.00720086087767915	0.00778598107887378	0.000247194078918669	0	0.00444136923968572	0.00999592728168202	0	0.00293804260407046	0	0	0.00328484986240316	0	0	0	0.000884590618638959	0	0	0	0.053317120550037	0	0	0	2.73904760973144e-05	0.00174879044927135	0.000892912284351644	0	0	0	0	0	0.00951864235981762	0	0	0.0162757881777055	0.00318493437790726	0.0139825252748036	0	0	0.0394872359427522	0	0	0	0	0	0	0.000234504608955539	0	0.00321376291414781	0	0	0.00584123537564075	0	0.000945435883810612	0	0	0	0.000244458449582234	0.000560369002095422	0.0171623197607028	0	0	0.00139752385216676	0	0	0	0	0	0	0.0127788981192554	0.00019280127547886	0	0	0.00216250060280087
S48	9.50521120652536e-05	0	0	0	0.0174715353187795	0	0.00884117798631893	0	0.0159821804545838	0	0.0224770870824508	0	0	6.60345684809622e-05	0	0.000127347849296066	0	0.0690036270310893	0.0937178318743322	0.000375785596237911	0.0151216816933193	0	0	0.000154183825304434	0.0252082902107613	0	0.445714433525425	0	0.0309412164692839	0.00195957848027841	0	0	0.000124813363624459	0.000522171022137065	0	0	0	0	0.0045940515104367	0	0	0	0	0	0	0.000148727658939138	0	0	0	0.000197779859432964	0	0	0.000132673756584165	0	0.0206132119181995	0	0	0	0	0	0	0	0.00406815379981307	0	0	0	0	0	0	0.0387874940125626	0	2.13146404432246e-05	0.00281089034759949	0	0.000612402513909543	0	0	0.00105005970834043	0	0	6.56456830178824e-05	0	0.00344915311181858	0	0	0.000730173639251251	0	0	0	0	0	0	0.00236728199823947	0	0	0.000288006780602243	0.00194613349715893
S49	0.000548556302780996	0	0	0.0309036664817114	0.000950954266994388	0.2114010598807	0.0054104066847966	0.125712418388031	0.019221462218344	0.0863821236808311	0	0	0	0	0	0.000431803078676177	0	0	0	0	0.0638604209128101	0	0	0	0.0782487519608502	0	0	0	0	0	0	0	0	0	0	0.00295859280645611	0	0.0489087444315097	0	0.00591514360954623	0	0	0.101362748911125	0	0	0	0	0	0.00489062195678073	0	0	0	0	0	0.0211184887998104	0	0	0.0941102481411673	0	0	0	0.0209624301854339	0.00460760761076532	0	0	0	0	0	0	0.0127590759902321	0	0	0	0	0.00240582191493363	0	0	0.00259254746297428	0	0	0.00212130825108313	0	0.0363921098888001	0	0	0	0	0	0	0	0	0	0	0	0	3.51861828555454e-05	0
S50	0.0118072746010822	0.00118104392112108	0.170072988328273	0	0.00829740064911919	0.0170668193215962	0.264224743299547	0	0.201911428648931	0.0045837376754744	0.0120499774560863	0	0.00299215024888041	0	0	0.00114156032722084	0	0	0.000256239593654194	0.0193206768784919	0.0015510247994083	0	0	0	0.0191896136164549	0.00999067050086104	0	0.00104370138000799	0.0288672494167415	0.00825168459625436	0.0739914663348494	0	0.000701388966543538	0.0124832967314725	0.00612931518688517	0.0022568585701508	0.000223553747829773	0	0	0.000711884019380224	0	0	0.000173474839142682	0	0	0.00827474782774716	0	0	0.00194069909259579	0	0	0.00131992397629597	0	0	0.0297090863647786	0	0.010271422906756	0.00145618473419094	0.00150514620268998	0.011198022944124	0	0.000483243771198002	0.00544289668782741	0	0.00542988504911809	0	0	0	0	0	0	0	0	0	0.000376937129208309	0.00242674713478693	0	0.000185908595638186	0	0.00330406431222912	3.64849801462397e-05	0	0.000746112025718208	0	0	0.00958108689479886	0	0	0	9.08261714977622e-05	0	0	0	0	0	0.00592224954319413	0
S51	0	0	0.00109405762750376	0	0	0	0.70536610476458	0.02159891392308	0.0487271341434669	0.00109141494607716	0.00170340643985413	0.00823295133142418	0	0.000152159749359298	0	0.00175750265891722	0	0	0.00678390583517812	0	0.0167911372395312	0.00113128582612393	0	0	0.027914416629944	0.00759336427084857	0.000549426801899412	0	0.000888630468294446	9.25074167277767e-05	0	0	0	0.000553931788253021	0.0170184139964618	0	0	0	0.00062736424698898	0	0	0	0	0.00020182680992504	0	0.000328292972232508	0	0	0	0	0.000615914927212996	0	0.000818008965543591	0	0.00163839876639399	0	0	0.0122858078543696	0	0	0	0	0.0275903093114824	0	0	0	0	0	0	0	0	0	0	0	0.00516276531804209	0	0	0	0	0.0153738634337723	0.000176107734577785	0.000328430515525565	0	0	0	0.0133761585496193	0.00108656586413916	0	3.18978023064067e-05	0	0	0.00489084592193108	0	0	0	0	0.000401084353550898
S52	0	0	0	0	0	0.00896956808414171	0.0269068164794479	0.000569284895687074	0.0749770637655532	0.0304250214036593	0.0229630669945855	0	2.28277347688703e-05	0.00078047854867066	0	0.000321949051029486	0	0	0.0204904195851385	0.0321976890919056	0.322583109169565	0	0	0	0.1687955034285	0	0.0017670172332748	0	0.0446529439995279	0.00400344274547901	0	0.00742261661338636	0	0	0.00357238569164121	7.2451767383282e-05	0	0	0.00340489268668934	0.00637976394468785	0	0	0	0	0	0.000166002449594455	0.00230197201079818	0	0.00113821187212372	0	0	0.0033724867821644	0	0	0.0825492972464784	0	0.00420311082373754	0	0.000468278197377906	0	0	0	0.00311794514466609	0	0.000510308979151285	0	0	0.00956987266033857	0	0.00212754189545981	0	0	0	0	0.00266366687437106	0.00510998031088082	0.0194211683963302	0	0	0	0.00434328650353998	0	0.0218951149072142	0	0	0.00348136306607073	0	0	0	0	0	0	0.000217146612583938	0.000597376814918423	0	0.00827692815815152	0.000956918932584491
S53	0	0	0.0129418025644699	0.0838599178982037	0	0.0275691790571572	0.177328966360295	0.0241064395550195	0.0519953258878891	0.00958781154748885	0	0	0	0	0	0	0	0	0.00029200520731305	0	0.0410261973859124	0	0.00362756956498814	0	0.0876068337522236	0	0	0	0	0	0	0	0.00217626288511499	0	0.0404061524558262	4.89082805767686e-05	0	0	0	0.0127672856095262	0.190741529119954	0	0.0756877489514481	0	0	0	0	0.00356462857756233	0.00235073451503232	0	0	0.00256790984013994	0	0	0.036340225726427	0	0	0.00686708303141089	0	0	0	0	0.00153092683568128	0	0	0	0	0	0.00112800275042215	8.77291115656832e-05	0	0	0	0	0.00130816928525394	0	0.000268199590756571	7.7053476973281e-05	0	0	0	0	0.0419089465675912	0.00483874883713767	0	0	0	0	0	0	0	0	0.00199997725315601	0	0	0	0
S54	0.00105029791246952	0	0	0.0494768397623974	0	0.00568339683515672	0.0478272880091904	0	0.599798010490867	0	0	0	0.000595478386769971	0	0	0.00117448996687391	0	0	0	0.0106636610100775	0.00629277595331387	0	0	0	0.0177432005552265	0	0	0.000577766064677271	0	0	0	0.000242566935376071	0.00111508552100893	3.28781534268202e-05	0.00368625186878247	0	0	0	0	0	0	0	0.0492535584042245	0	0	0.00111261786640997	0	0	0.0464320528547574	0	0	0.00429210153402425	0	0	0.0105934697081147	0	0	0.00149455708869192	0	0	0	0	0	0	0	0	0	0.000278652435260654	0	0.000361161928331001	0	0.00627682621675897	0	0	0.000329304218702878	0	0	0.0768254056729884	0	0	0.000296839231442624	0	0.0065512793314799	0	0	0	0	0	0	0	0	0	0.00566068482643172	0	0	0.00222540125676632	0
S55	0	0	0.0121648859989615	0.0576135098248457	0.137198608059937	0.0923838060244914	0.0130335273569622	0.00881556573506006	0.0793147378789788	0.00346600788782168	0.0145111435330604	0	0	0	0	0	0	0	0.0156105350614544	0	0.00613057501186351	0	0	0	0.145464782227625	0	0	0.00758344649281494	0.000685476937704448	0	0	0.00766701141314475	0.000435710977996589	0	0.0387361145439057	0	0	0.00981618489524602	0	0.000319112264444967	0	0	0.0532904888913981	0	0	0	0	0	0.0417946066679733	0	0	0	0	0	0.0340690123029336	0	0	0.0542240280937081	0	0	0	0	0.0433217630323925	0	0	0	0	0	0	0.000818800866898304	0	0	0	0	0.00130704799542747	0	0.00839602564634242	0.0398521431144078	0.00053341091132687	0	0	0.00191761202719486	0.00291980594606103	0	0	0	0	0	0	0	0	0	0.0336973941591181	0	0	0	0.00795001572278781
