feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T75	E1	CRC	0.000676800831720409	0.001068154728238	157	125	0.527264767092819	0.735398838694451
T92	E1	CRC	-0.000658698821701965	0.00109955865979413	157	63	0.550009121235636	0.753437152377583
T86	E1	CRC	-0.000679528026865889	0.00121966309858871	157	141	0.578232653498837	0.781395477701131
T1	E1	CRC	0.00463221174566455	0.00910580661173664	157	135	0.611679082812832	0.808720853738404
T71	E1	CRC	-0.00065118861229985	0.00129076528890278	157	12	0.614627848841187	0.808720853738404
T42	E1	CRC	7.97458325287043e-05	0.000167571934758894	157	16	0.634822694055759	0.809279346557642
T52	E1	CRC	-0.00103163308791767	0.00224087798875275	157	63	0.645895834402343	0.809279346557642
T80	E1	CRC	0.000542077486655114	0.00113465471777908	157	129	0.633503578494434	0.809279346557642
T83	E1	CRC	-0.000258581495781848	0.000564295549189589	157	136	0.647423477246113	0.809279346557642
T100	E1	CRC	0.000777524731259786	0.00176262891919914	157	142	0.659743327716541	0.81449793545252
T22	E1	CRC	0.0020698198058095	0.00508367354694695	157	148	0.684459230502349	0.834706378661402
T37	E1	CRC	-0.00140748417340368	0.00390001221386049	157	92	0.718671387025976	0.845495749442325
T65	E1	CRC	0.000794998208565983	0.00220239610443363	157	131	0.718613619693551	0.845495749442325
T82	E1	CRC	-0.000212985471102875	0.000583057531103051	157	67	0.715392433807954	0.845495749442325
T43	E1	CRC	-0.000738282543032777	0.00241210316891429	157	144	0.759958870957908	0.88367310576501
T14	E1	CRC	0.000196698566100386	0.000735870798977451	157	77	0.789593201590892	0.887183372574036
T20	E1	CRC	0.00168903624774602	0.00626665025957851	157	94	0.787882054312158	0.887183372574036
T23	E1	CRC	-0.000845893057905268	0.00311660753133449	157	18	0.786433252072326	0.887183372574036
T90	E1	CRC	0.000309888931839469	0.00122922629583449	157	48	0.801297125317108	0.890330139241232
T94	E1	CRC	0.000358312253678447	0.00160833337764429	157	46	0.823996297646106	0.896181227031783
T98	E1	CRC	5.9542480326924e-06	2.68023885412337e-05	157	15	0.82448672886924	0.896181227031783
T7	E1	CRC	-0.00177701732144684	0.00896871431980465	157	157	0.843198969014116	0.906665558079695
T2	E1	CRC	0.00157128670293614	0.00985960995362478	157	80	0.873587989509402	0.929348925010002
T78	E1	CRC	-0.000145138227307545	0.000995775541846667	157	52	0.884305000026533	0.930847368448982
T38	E1	CRC	0.000337973338834256	0.00287211365852722	157	48	0.906478251996372	0.944248179162888
T26	E1	CRC	0.000176937203144321	0.00314936873658806	157	152	0.955269335891366	0.968785634986111
T67	E1	CRC	0.000121061585613012	0.00235671386969998	157	114	0.95909777863625	0.968785634986111
T87	E1	CRC	1.72603540752631e-05	0.000250637040839954	157	13	0.945185095592126	0.968785634986111
T48	E1	CRC	7.84209980147512e-05	0.00273437846849173	157	142	0.977156985578377	0.977156985578377
