feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T61	E1	CRC	-0.00221464383554723	0.00176857300399352	55	17	0.215987223805022	0.723123617458198
T63	E1	CRC	-2.27668098499714e-05	2.31923945288193e-05	55	1	0.330732411771924	0.723123617458198
T65	E1	CRC	0.00668063577707906	0.00570422164165318	55	35	0.246767475288059	0.723123617458198
T68	E1	CRC	1.19686215185131e-05	1.17488457455194e-05	55	1	0.312970293791278	0.723123617458198
T69	E1	CRC	-0.000223021311127287	0.000227190294559652	55	1	0.330732411771923	0.723123617458198
T71	E1	CRC	4.17778796452647e-05	4.10107264874117e-05	55	1	0.312970293791278	0.723123617458198
T72	E1	CRC	0.00217175637836976	0.00215033630252383	55	42	0.31710262461258	0.723123617458198
T73	E1	CRC	0.000152237163128367	0.000119454575064377	55	3	0.208068649131392	0.723123617458198
T74	E1	CRC	0.00100874095255252	0.000689752536752342	55	7	0.149517948227227	0.723123617458198
T75	E1	CRC	-0.000294362798293444	0.000287104922557084	55	8	0.309888213247609	0.723123617458198
T76	E1	CRC	-0.00242374342748776	0.00245324313864067	55	3	0.327653875329791	0.723123617458198
T78	E1	CRC	0.000210718030157347	0.000207959816775858	55	5	0.315538015337001	0.723123617458198
T80	E1	CRC	0.0028994142807969	0.0034127385877941	55	38	0.399376891924377	0.723123617458198
T81	E1	CRC	-0.00396003439625241	0.00416589926453904	55	8	0.346130797905044	0.723123617458198
T82	E1	CRC	0.000650811555147062	0.000568136652757672	55	5	0.257140314541236	0.723123617458198
T85	E1	CRC	-0.00464139501117871	0.0026145500906158	55	16	0.0816042316186655	0.723123617458198
T86	E1	CRC	-0.00473585848039804	0.00448865041745616	55	45	0.296177466055997	0.723123617458198
T87	E1	CRC	0.000179212919893988	0.000175922093298859	55	1	0.312970293791278	0.723123617458198
T88	E1	CRC	-0.00100296260488329	0.00078816366254556	55	2	0.20873899083662	0.723123617458198
T90	E1	CRC	-0.00289658912812967	0.00327057494678699	55	8	0.379806195428165	0.723123617458198
T92	E1	CRC	1.18140008542247e-06	1.15970643285046e-06	55	1	0.312970293791278	0.723123617458198
T93	E1	CRC	-8.67348796684943e-05	0.000102788604390193	55	12	0.402563663327244	0.723123617458198
T94	E1	CRC	-0.000984031203447976	0.00105331912413724	55	5	0.354427668118405	0.723123617458198
T97	E1	CRC	0.00393424984478168	0.00206760616627818	55	22	0.062504564891082	0.723123617458198
T99	E1	CRC	0.000952654132458997	0.00100995902589277	55	20	0.349827954018436	0.723123617458198
T33	E1	CRC	-0.00396808938034339	0.00481703124442264	55	24	0.413766170010452	0.729733063472979
T62	E1	CRC	-0.0015777171744385	0.00195226893399036	55	12	0.422619483629448	0.732037319858151
T25	E1	CRC	0.0123322411327686	0.0163020126173543	55	53	0.452707635343508	0.743125377972736
T28	E1	CRC	-0.00262294104278943	0.00341259039580535	55	14	0.445538117406928	0.743125377972736
T43	E1	CRC	0.00541391181347017	0.00726866310194423	55	38	0.459665182251177	0.743125377972736
T59	E1	CRC	0.000326881243328459	0.000438365171120035	55	4	0.459153724645566	0.743125377972736
T30	E1	CRC	-0.00427371325093303	0.00640299226463819	55	18	0.507377061115953	0.768993358253866
T67	E1	CRC	-0.000711324018292837	0.00102784885741789	55	13	0.491926070615114	0.768993358253866
T77	E1	CRC	0.00234989372114503	0.00349970212088945	55	49	0.504846698718392	0.768993358253866
T98	E1	CRC	-0.000151648809355545	0.000225571089413263	55	3	0.504320594584831	0.768993358253866
T8	E1	CRC	-0.0128185651365441	0.0199199049589574	55	16	0.522671069065008	0.779986056912397
T22	E1	CRC	0.00177393638114327	0.00297023842503623	55	15	0.552892241682992	0.80045593198881
T37	E1	CRC	-0.000180311682738744	0.000299342337015653	55	8	0.549503487415219	0.80045593198881
T5	E1	CRC	-0.00470745148520882	0.00861986146779438	55	31	0.587277225092305	0.82936364000976
T18	E1	CRC	0.00140046082245101	0.00264371505573949	55	10	0.598509843306012	0.82936364000976
T96	E1	CRC	-0.00215645819738673	0.00402907520627052	55	28	0.594733625928522	0.82936364000976
T17	E1	CRC	-0.00234984736792394	0.00462092019778051	55	10	0.613196459476447	0.831818155636141
T70	E1	CRC	0.000236690366478888	0.000471072015330518	55	6	0.617432033049507	0.831818155636141
T3	E1	CRC	-0.016793168494003	0.037071536354934	55	38	0.652402446119508	0.832857632605684
T4	E1	CRC	-0.0107917123989596	0.0221285065258133	55	34	0.627785221790587	0.832857632605684
T10	E1	CRC	0.00754917786516432	0.0164612367844001	55	35	0.648394159515871	0.832857632605684
T41	E1	CRC	-0.00428649165791846	0.00946684650542233	55	10	0.652548248227134	0.832857632605684
T35	E1	CRC	0.00311870793897337	0.00800466744634717	55	47	0.69838531478872	0.879784097850725
T64	E1	CRC	-0.000943899764854252	0.00253256861106494	55	5	0.710854737993211	0.884011661350532
T100	E1	CRC	-0.000226599704979294	0.000690208921236545	55	25	0.743973920821498	0.913486966071966
T16	E1	CRC	-0.00363688415670173	0.013257346085671	55	34	0.784897686978274	0.919157285182004
T49	E1	CRC	-0.000680871598690254	0.00262005127350313	55	13	0.795971257271014	0.919157285182004
T53	E1	CRC	-0.00136753280268334	0.005042789318922	55	25	0.787301591891221	0.919157285182004
T60	E1	CRC	-0.00230727112060112	0.00864935876004982	55	39	0.790691967518774	0.919157285182004
T91	E1	CRC	-4.88147468883467e-05	0.000187116837824245	55	3	0.795197271817502	0.919157285182004
T32	E1	CRC	0.000819673583990923	0.0041125818706729	55	15	0.842783912013542	0.928977721196745
T83	E1	CRC	-0.000388769387329502	0.00179614129085723	55	38	0.829470301167213	0.928977721196745
T89	E1	CRC	-0.000438650803258151	0.0021998205471078	55	26	0.842710575607865	0.928977721196745
T95	E1	CRC	0.000142562922221334	0.000676629044961904	55	9	0.833932606676104	0.928977721196745
T66	E1	CRC	0.000113487818056598	0.000864314843451845	55	7	0.896032154939455	0.976574371113788
T11	E1	CRC	-0.00048198732145786	0.0053986757680255	55	27	0.929196860854428	0.985632044443391
T48	E1	CRC	3.49815993899444e-05	0.000425756305107827	55	9	0.934826268956618	0.985632044443391
T50	E1	CRC	0.000510857595193047	0.00578527475155042	55	48	0.929968605653096	0.985632044443391
T21	E1	CRC	0.000731775886534493	0.0143552482997798	55	37	0.959536130937843	0.990159624478413
T31	E1	CRC	-0.000181006088517252	0.00329970461069993	55	4	0.956460054822882	0.990159624478413
T7	E1	CRC	-0.000801720472359729	0.0441444541038582	55	53	0.985578377503406	0.993842741342777
T29	E1	CRC	8.44736511664801e-05	0.0108948450623469	55	23	0.993842741342777	0.993842741342777
T79	E1	CRC	2.64629904754767e-05	0.00230068776352232	55	21	0.990865955878733	0.993842741342777
