feature	T1	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T17	T18	T19	T20	T21	T22	T23	T24	T25	T26	T27	T28	T29	T30	T31	T32	T33	T34	T35	T36	T37	T38	T39	T40	T41	T42	T43	T44	T45	T46	T47	T48	T49	T50	T51	T52	T53	T54	T55	T56	T57	T58	T59	T60	T61	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76	T77	T78	T79	T80	T81	T82	T83	T84	T85	T86	T87	T88	T89	T90	T91	T92	T93	T94	T95	T96	T97	T98	T99	T100
S1	0.752696249681446	1.01999856219528	2.22449426652684	0.369481401246761	-1.27019869732265	0.92582151652334	-0.146517495589633	0.192609453973079	0.473729202715521	-2.22998610025598	-1.0276363134147	0.714596104741867	-0.473614605325056	-1.03527123702143	-0.458777157777131	-1.74067395935578	1.8208329400587	-0.685916395560115	0.571002080014876	0.659165147243552	-1.10386274023538	0.317435924308054	0.373362365668018	0.209324327430043	2.35911344607	-0.349680819613159	0.0102086640380628	2.5724729342591	1.45733809982052	-1.13116975951268	0.563069642414887	-1.25484271334307	-1.35646117436412	-1.43679816311607	1.00082406534674	-0.0171055783232	-0.633444871806885	1.81041238895219	-0.775207886005106	-0.558246652552283	0.889899959071337	0.172572479308751	-0.445815462312393	-1.50952689229227	0.787830115494602	0.0126010023257769	1.04995557078984	2.0876563667166	-0.587073672379609	1.6568181892815	0.623428635538804	-0.788881718887033	-0.673103566228142	1.55003864626857	1.50607148339858	-0.769659683042813	1.09816427462852	0.109456431370194	-0.707029921389977	-1.70982740837524	0.81711870714556	-0.93709560944343	0.427957589459157	1.83227208060106	1.41201196529913	0.49639329404509	0.884537959441941	-0.0307013914003554	0.808429222643187	-0.718596086945602	-0.632595101294424	2.17668759061185	0.137235542409324	-1.59740257440667	0.0418248073298548	-0.925249486973319	-0.74565818144181	1.27598106842878	1.28947582973483	1.05740788804355	0.715559310329273	-0.0145101320395036	1.25015219350839	-1.64478461543953	-1.26720666981933	0.745769593435072	-0.431641511706556	0.488253169365446	0.912421124825772	0.299098955434168	1.8842624768718	-1.77125864929897	1.14031573748592	2.06729697788154	1.21777949560845	-0.0656483534725237	-0.983351746233174	0.594571570073699	1.64989482050863	-0.357010501169486
S2	0.60710284201227	-0.929783771961186	0.378943871392064	-0.656325945594006	-1.68544962836072	0.585272493816742	-1.23772836044483	0.825840686541554	0.291891734688953	-1.33776567810136	1.77839138475465	0.222201814390051	-1.25643868698523	0.402561808574944	-0.859957400741671	0.882075957262092	0.704729782518168	-1.21247396960078	0.0496387563092425	-0.834626702292903	-0.24608428397232	-0.93647558732908	1.3088495948997	-1.15467236489256	-0.241191687151284	-0.36540463712422	2.19400285921933	1.17500246744773	0.30878276394981	0.944053506488468	-0.231950482852008	-2.12193923162612	0.975032626253512	-1.82343477417643	0.452073796401798	-0.935228296729127	-0.394865773928189	0.605299095556616	-0.66156134725515	-1.19487296466664	-0.447187918226317	0.928228267796457	-0.357384360112444	-0.0531050567509708	0.442463104941274	2.25917976937778	-0.809030167127497	0.464155158749827	0.115289783743634	0.563425421377053	-0.308236945357284	-0.647372316935185	-0.367397894986537	-0.0156813680904149	0.647994330147709	-0.913397422403529	1.30455539321424	-2.4502033408633	-1.14499070237892	0.974952366245166	0.103869656652775	-0.616543570652944	0.985762232526237	-0.178696310821299	-0.174075729805551	0.124573532409458	0.342810329023439	-0.030748050598489	-0.0318517089695443	-0.0616640763148415	-0.210700122519641	1.31365952862736	-0.901023819253022	0.621478076434587	-1.3821089175017	0.992231461137302	-0.965732795970758	-1.44235908318728	0.786078739563627	1.1041316085994	0.356747179466251	-1.34978121857717	-0.0722249594096664	-0.374336443823567	-0.271500438609015	1.19992976733166	-1.15024655767958	-0.040849176135316	1.77924900534851	-1.40470635047959	1.38493798158417	-0.0303152783482947	-0.91586145524117	0.551904013203612	0.0996617657272441	1.1127749197539	-0.866049275217688	-0.155956764739305	0.344120982606022	1.35863570499621
S3	-0.0519961847881944	-0.00828928607731283	-1.41312238988415	-2.29664740501923	1.28264435704994	0.0680339016210441	-0.149837571833434	0.0687707001140064	-0.555228718897858	-1.3569445610182	0.488896943338846	1.25897165069576	0.258324645485337	1.69194249832363	1.34927502010053	0.265384673794886	-1.18328710994485	0.273123450310786	-0.367888827937093	-0.266605775161811	0.931483073603645	2.42420291879271	0.15794198382516	-0.00213440289590854	-1.12682700037314	0.151517617883779	1.03749080128718	-1.27934343026445	-0.256893336849884	0.0193737333939512	-1.38167194205729	-0.93312686647963	0.170771314426403	1.02184136921415	-0.0144575697159457	-0.0501309302787185	-0.40293254393665	-0.953620797573609	1.58295646121773	1.15356640321033	-0.542692358265248	1.1097894628192	-0.820143521531582	2.22775430916554	-1.07337830516494	1.36336236800161	-1.33923891902109	-1.66813450884707	1.16682056266271	-0.169283702408279	-0.135941754354123	1.66804468483806	1.02004630290982	-0.388227281741096	-1.56174975318809	1.99878627538522	-0.394954016622594	-0.317896052565472	1.49449270677862	0.0616869488222817	-1.20904273379647	0.197652078499284	-1.15939739646736	-0.824287665948025	0.0105351370743642	-1.66852303414584	-2.09341348932418	-0.299156999837404	0.00446566145120636	1.71531610957917	1.49987408274798	-0.593429604939193	-1.43891800409322	-0.803221262947796	0.407343309500764	1.00729438162755	0.675505778108339	-1.11564693633191	-1.06681757353199	-0.674584256246648	-0.549597037064446	1.02561891759957	1.25534133244922	2.10141486767234	-0.618464860483813	-1.04155183916735	0.339082854847285	1.73051464264741	0.10756881708078	-0.467890779906838	-1.50010326749149	1.01128370632338	1.0869159980247	-1.89292701102558	-0.725485185790433	0.446872654336692	0.507021003779788	-0.898660754276437	-0.68869821798489	0.803749392793501
S4	-0.30529224885464	-0.655570113415338	-0.963982291900358	-1.49756774856078	1.38098635657409	-1.42532921367207	2.80888734364244	0.339122090669604	-0.249278369638583	1.15817628625173	-1.95110909885079	1.70219226804397	-0.0159954389413948	0.112184591280431	0.233114410794213	0.283631737580118	-0.356676161177204	0.281384317617168	0.391047129938803	0.0626093674846714	1.67246906709534	0.371911710201792	0.584339639389515	0.745036592917156	-1.04083728273969	-0.0367367955169902	1.59788515842627	1.0060554392224	-0.534188861957982	-0.141963179640691	-1.86430152077236	1.05584620910731	0.127599145785751	0.356206470531259	-0.80069785027497	1.10922734092067	0.168493710755825	-1.03396005503751	1.28913096221946	0.56627254760948	-1.23153092044138	-0.300147762752252	1.30414793972518	0.959965490817077	-0.429547006496833	-1.18298831661559	-1.66828020632318	-0.414503751092575	0.760921054427409	-0.658311960273928	0.525656305281648	0.416404314013053	0.49814380994899	-0.184475710598793	-1.35671175340483	1.03312471278059	0.280734051511858	1.82726696967471	1.04834706556531	-0.0886805639929055	0.574113044209453	0.21740638751	0.404728165844525	-0.360879182389631	1.77252802840532	-0.171344131783495	-0.605852307143618	-0.213910376520717	1.24097890075809	-0.163209124271014	1.30078751100303	0.142006646758619	-1.89711654755749	-1.2104928237565	0.655853186881622	-1.70652800121802	0.376721343850849	0.746465576346617	0.9322376850624	-0.594753193457279	-1.51250898581829	0.306854618801995	0.718065950559572	0.259865598915874	-0.261937043847878	-0.272421043562034	0.353755900006444	-0.187978808250333	0.322773999628694	1.64236200162885	-0.315229738086827	-0.0530113500984835	-0.843194654010747	-1.05537281132483	-0.26313731804654	-0.737594553797202	0.360976907236481	0.01307644420996	-0.692119135993677	0.378938449348916
S5	0.107010523518719	-0.0625058901752268	-0.223274241832966	-0.385454805422431	1.06559943246166	0.437039262622415	0.541727450740781	2.12619919395259	-0.0400586441823878	0.0267344827678924	0.222916615734799	0.705809450208626	-1.9787718624274	0.0349054667579882	1.01597884174327	0.834472516695904	-1.81668719310686	0.406242830087727	-0.634300987023005	-0.108834354513851	0.513769576438684	-0.62644916864298	0.130779166129072	1.36048046490387	-0.259431677211113	0.222311738528928	0.530292630404945	-1.2199262784683	0.0180871871510183	-0.0190242610244324	-0.187226886686746	-0.656138380785568	1.19097061568559	0.484167733057038	0.246409203268384	1.4845811330108	-1.0712825886496	-0.867076581886584	0.348181498996233	0.516074272651651	-1.18517034264975	-2.55865381674226	0.180458781118242	0.612994510654402	-1.33073119217954	-0.68187182527006	0.546820403795592	-0.532309345537772	1.78939344135834	-0.646147656867464	-0.962746620312377	0.625871827782634	0.483612947572099	-1.61101428987352	0.15264653114425	1.68826173244234	-1.14146913277376	0.774246763967024	0.25647184913306	-1.18957930299665	-0.381511021577492	-0.29410728508928	-1.57592207914913	0.102085871483886	0.81649516246342	-0.27328706555096	-2.02824147135314	1.11287604076904	1.07026642556686	-0.725397234883245	1.24231985879633	-1.09228872908462	0.337489516063104	-2.14765162842555	0.169812378335353	-1.07394576220361	0.800034188600596	0.80831140245181	-0.447905529835366	0.331238174325329	1.63422897842253	-1.83437512250162	-0.0290063187330722	0.101207882827015	0.855411445202551	-0.569315097463282	-0.876182389886362	1.10158805873904	0.194068824213457	0.447507565748485	0.337911971251165	-0.129574919017587	0.719608412593098	-0.633737455547972	-0.600519690031366	0.123983810675638	0.741270730463856	-0.651870569227217	-1.28214811754031	-1.37577648113363
S6	0.191078193330808	-0.473027571866179	-1.16080953911277	-0.886613074923239	0.483230724022137	0.567067734101304	1.29212091989041	1.0897759399093	-0.726972328750952	1.40665662209716	1.06555174886406	-1.14958389080455	0.773436977096318	-1.08827091451849	1.34841625116389	0.133024687537898	-1.14021768096328	1.03112625348774	-0.0749997719733562	-0.0198744440385641	-0.775813802881154	-0.681720740147098	-0.317003242480809	0.145896703262662	-1.33069496473403	0.868095584739598	1.21145660997396	-0.416920573731229	0.0748396979339311	0.718522377612849	0.226624931375431	0.0323282990810982	0.471401914727299	0.513260262454556	-0.459700553259014	-1.0363084436214	-1.03758570832759	-1.39780075244719	-0.375056719458392	0.664435252706112	-0.899721501048607	0.366871341043788	-0.115562300772927	-0.993058619875052	-0.0726916286498609	-0.464157507806046	-1.40234155976811	0.384993725406551	1.26851497162777	-0.59659685719943	0.428637421860914	1.37792195792058	-0.18267923203823	-2.33183009317607	-0.00689447964950476	0.532706923982872	0.534527515390743	0.133807401182639	-0.0522927726389364	0.642451493010457	-1.12804243093701	-0.66048741072383	-1.08644345538645	0.851869490224609	-0.588832515268983	0.471784869783322	-0.791254086612571	0.37726710796407	-1.98713200531064	-1.20638246542796	1.80521851207344	-0.756020023062582	1.85887420199376	-1.02546099904847	-1.24521394841218	0.335489331847426	1.08196929717668	0.68284817065628	-1.85614828548172	0.941427155772812	-1.91457156694535	-0.927940757753654	-0.06706299613916	1.91406975100465	1.0040267482101	-0.622552619588288	1.6868705459798	2.75908686995273	-1.39288415693551	-0.269535862751446	-2.33882134448538	2.32153519740841	1.19106301147547	-1.11819514598544	1.24090946933591	-1.13794422463457	-1.30409034392114	0.548838601534751	1.27007938571409	1.69202492853411
S7	-0.501718304974487	-0.701075277599447	0.160404419762464	-1.68630558214494	0.415918984476387	-0.325113744348985	1.8353901262837	0.263566102037188	-1.09333876338303	-1.03141561669135	-0.181661530314886	-0.7076389642679	-1.26418904208583	0.2064165730436	1.0169203551513	0.406294248968021	-2.13652548529137	0.374736679010115	0.0594956954074395	0.0993238527095756	1.28084751557232	1.39785243060279	-0.605655136603877	-0.519516212512423	-0.678802597962448	0.531521204762444	-0.0395062512033302	-0.436253237706665	-0.859226471599393	1.7239607781302	0.509117339291137	0.649158643034844	0.954024840868479	0.213928512059607	-2.91175773822805	-0.665511284875022	-0.00679928675071895	-0.334125350153902	1.49505778786845	1.39552402561227	-0.658988563460727	-0.0542157598232896	-0.115140982570832	0.804259895190853	-1.00757558828487	-0.600532653665596	0.423879364119291	-0.710949592469916	1.16918424615581	-1.80465110893334	-0.200466031011018	0.602090128882853	0.574873629517479	0.527489286901951	-0.588917243007663	1.59114835337936	-0.536702739517868	-0.702335373775595	1.3069593540533	1.59544937385792	-0.189980873262204	0.612979883590791	-1.28790992413659	0.0994257819242224	-0.394275276184667	0.354543174177707	-0.567532263566736	1.05084218489543	-0.00505199602635723	-0.952370814184227	2.07256573727516	-0.331611366428686	-0.868273871336912	-0.906158856037413	-1.2716685618184	-0.678981792418526	0.688557437144964	0.248910817975744	-1.07782322575038	1.1139948436664	0.0199055935454426	0.293399778807978	0.42442410420983	0.833138862733856	-0.228417853034373	-0.649616200551332	-2.1647013023865	1.18199795963305	-1.16604759806415	-0.666008375750218	-0.314178000505575	-0.52710580415338	-0.599872678181833	-1.58280264191232	0.941653885280361	1.59172642736579	-0.959684939195446	0.429283936516131	-0.543294078933522	1.1553374924307
S8	0.426840109660136	2.2296772183272	1.8889219862591	1.35091678073913	-0.932915698142009	1.57621722786122	0.194306908021218	-0.889196278510245	1.02679649399984	-1.20282333788628	0.165495763305414	1.70432168634966	0.507301152385775	0.204673450130168	-1.31110013753019	-1.01083329215657	0.444944081515872	-0.634263286754082	0.956572914496713	-1.70049580361627	-1.10811266984347	0.374022370683918	1.70542171794579	-0.521035776546011	1.55253974575551	-0.426348625684971	-1.3430410940768	1.64295289491324	1.24426695254634	0.0172960906847058	1.04762870371251	-1.90470193142744	0.84603600332472	-0.184735804269995	0.700739158264886	-0.935863034646228	0.730456883553167	0.690369457378349	-1.7543276088314	-0.219506480658735	-0.159244329522026	0.410444365003155	-0.239386439353275	-0.781845031032199	0.221004247497279	0.548574040703248	-0.0330308614687713	-1.0158278420627	-1.13177610301548	0.685319829073767	-0.648704380027216	-1.01346509528819	-1.34770390179713	1.11585174627274	2.0162568816512	-1.45272701565117	-1.05191895583719	-1.4307638976324	-0.65993610734802	-0.0484860987660236	1.51208779177033	0.650817349766543	-0.0523320039811002	2.26871403834555	0.544573468938565	-1.0581335241105	1.05895804815136	-1.68361999286927	0.410103305277685	-1.78041026776694	-0.0581077543880897	-0.536137226667706	-0.0049780301163177	2.69246795824761	0.37335395315548	-0.00777980363907582	-1.07454186921115	-0.542652672503212	1.3586446369821	1.68018404959596	-0.301683436186257	-0.737323427575668	1.27462407922794	-1.67110213516421	-0.487358279172157	1.75415163426476	1.01804619014677	0.760653642265757	1.9379486760383	-0.324850606693419	0.523454398383541	-0.881846440066137	-0.931482757469973	-0.558229690274074	0.554264321791189	1.68224933463653	0.750001133306265	-0.0262160805808301	-0.484553298730653	-0.186161682728628
S9	0.449527937846159	1.79468988744857	0.182258514837599	0.696887064427067	-2.00826140359577	-0.0894293643542252	-0.503380965641434	-1.40289959190952	1.05166450983644	0.414081739063625	0.14687567469887	0.2194717312045	0.670232741105832	0.315632465642334	-0.593061138082951	0.012188078532334	-0.359315373803909	0.167581844630417	1.01987560316203	-0.29460439297252	-1.41385445102645	-0.980952419888757	0.617610697357632	0.287058552570667	0.442122981120155	-0.907739104568997	-0.826265667054247	1.61518993539969	-0.479728175806481	-0.606969620680091	0.91638290550251	-0.791035641281604	0.344440519373742	-1.72580589976609	0.133880488931662	0.632207861356675	1.40297632107072	0.89411717636293	-0.948580593241297	-2.31641708174943	0.426660017247899	-0.0952422003972387	-0.323650477890619	-1.47907721164025	-0.0947586444508348	1.03152910138411	0.332503076850759	0.948130786485678	-1.24043431091434	-0.00486250239137309	1.59213743555559	-0.517304406587837	0.602989761956231	1.10022233346159	0.170339958778894	-0.990038038349554	-0.0761992514275472	0.484344529756057	-2.18785132484566	-1.92877044130188	0.170457366013325	0.995050094921174	-0.579902786341024	-1.25303378125165	-0.550083163078084	1.21552809016423	0.211094368162681	-0.792855069226657	0.387214691895196	0.0623997008444428	-1.73736871606457	-0.350004646347667	-0.603686065997075	0.702929235454719	0.0837342731683811	0.998729140217817	-0.423126799556433	0.36348073485178	0.391857334369506	-0.585624763601508	2.07157069010657	-1.11790569032349	-0.313525220772925	-0.953649453665869	0.452144123188111	0.645654139814776	-0.619189385646211	-2.07292262359769	1.3700586145605	-1.04504074989829	1.43520093588229	-0.400301808480724	0.392072160429627	0.533889899165704	1.3419270846404	2.17065306990792	1.86152979261052	0.372674771004401	-1.2023242619021	-0.669759023273911
S10	0.140302410630215	-0.0617795681273366	-0.477437509135245	-1.62215647462862	1.33020915843512	-0.426332480968113	1.01527170756202	0.417549189436102	-0.466464773950194	0.858902683637464	0.562986439026376	-1.50226545247085	0.487877908472871	0.710558083513771	0.219224874147997	-0.31404273765529	-0.628569739988481	1.05033107586571	-0.142285273094663	-0.0287972182167036	0.558881840756539	1.82384767275267	-1.09070739743287	1.5130979416241	-1.10841933973728	0.370417062564993	0.878435333642518	-0.945682101271939	-1.51076719515149	1.0939068759237	-1.37683951579151	1.43697685663189	-0.936632080342939	1.16499959718774	-1.38586910682722	-0.112335900492442	-0.367893926720003	-0.950575849736067	0.985673916921657	-0.182145770377346	-1.32247335290806	1.17924048538714	0.611853591263907	0.851958336017334	0.298997494604214	-0.188992980569798	0.15257870224802	-0.151267812678591	1.90190120130253	-0.993751180199629	-0.446350326369417	0.220629118267006	0.024438479206653	-0.377865404803352	-1.79691032861277	-0.317979603326993	-1.13353914890332	0.944434768371312	-0.314378782086181	-0.178155929068042	-0.571452599552138	-0.108675263798559	-0.281751386335616	1.51698010741282	-0.340308347958808	-0.0619578825136184	-1.92509261623383	1.15064363271476	-0.272982036407185	0.267926483484278	0.439377893634085	-0.591856602820467	0.593814017734539	0.387873062007469	1.17613448416055	1.60140044590844	1.02637857869847	0.359833872506503	0.390157303062757	-1.47310667258234	-0.549071416891054	0.711916637288143	0.771228729160274	0.00824666449136979	-1.65081175201065	-2.30623594472263	-0.00711381993871077	-0.423371145817643	0.212043915033845	0.117857227141539	-1.1588628627449	-0.962396229546764	0.436879597342813	-1.02172242469152	0.510755631811965	-0.548814131868353	0.549403077663269	-0.882387845025064	0.39467414812202	-1.20052546945136
