feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
T12	E1	CRC	0.167601037092792	0.187766910592879	107	50	0.374111709521052	0.415679677245613
T42	E1	CRC	-0.161281647485904	0.194162048546405	107	53	0.408053437924403	0.448410371345498
T66	E1	CRC	-0.153815547309528	0.191417027695881	107	52	0.423465082104324	0.460288132722092
T68	E1	CRC	-0.147149013010245	0.193690940715285	107	51	0.449130080271936	0.482935570184877
T64	E1	CRC	0.131904959902155	0.19452624254805	107	55	0.499210596459603	0.531075102616599
T27	E1	CRC	-0.126883645768123	0.191579185127363	107	49	0.509227550503253	0.53602900052974
T13	E1	CRC	0.0965762465939044	0.173753488990909	107	53	0.579514067855568	0.60366048734955
T7	E1	CRC	0.101123375617353	0.193214332606234	107	59	0.601816771766038	0.620429661614472
T69	E1	CRC	0.0484846687773169	0.184063080802352	107	51	0.792748251057877	0.808926786793752
T3	E1	CRC	-0.0377672203395759	0.185987190542125	107	45	0.839478343427913	0.847957922654457
T72	E1	CRC	-0.0121245086217231	0.170980479096513	107	52	0.943602954810945	0.943602954810945
